proposicao,autoria,ementa,data_leitura,dias_ate_22_09_2026,documentos_no_processo,documentos_de_resposta,respostas_legiveis,remetido_ao_sei,encerrado,etapa,id_proposicao
REQ 1380/2024,Deputado Fábio Felix,Requer informações à Secretária de Estado de Justiça e Cidadania acerca da publicação de portaria para dispor sobre o Regulamento de Lotação e Remanejamento Interno para os servidores da Carreira Socioeducativa.,2024-05-15,860,3,0,0,sim,sim,Apresentação,19699
REQ 1381/2024,Deputado Fábio Felix,Solicita informações ao Secretário de Mobilidade Urbana a respeito cumprimento dos artigos 15 a 17 do Decreto nº 41.484/2020.,2024-05-15,860,3,0,0,sim,sim,Apresentação,19334
REQ 1382/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Segurança Pública – SSP-DF, sobre realização de ação policial em 20 de março/2024, na SHCN CLN 205/6 – Asa Norte, Brasília-DF, quadra comercial intitulada de Babilônia. ",2024-05-15,860,3,0,0,sim,sim,Apresentação,18995
REQ 1388/2024,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Esporte e Lazer acerca da piscina do Centro Olímpico e Paralímpico de Santa Maria - RA XIII.,2024-05-21,854,3,0,0,sim,sim,Apresentação,19810
REQ 1390/2024,Deputado Gabriel Magno,Requerer informações acerca da supressão vegetal na Região Administrativa do Paranoá.,2024-05-21,854,3,0,0,sim,sim,Apresentação,19418
REQ 1392/2024,Deputada Dayse Amarilio,"Requer informações Instituto de Gestão Estratégica de Saúde do Distrito Federal acerca do atendimento dos pacientes oncológicos em suas unidades.
",2024-05-21,854,3,0,0,sim,sim,Apresentação,19877
REQ 1393/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde acerca dos pacientes oncológicos na rede pública de saúde do Distrito Federal.,2024-05-21,854,3,0,0,sim,sim,Apresentação,19874
REQ 1395/2024,Deputada Jaqueline Silva,Requer ao Banco de Brasília (BRB) informações acerca do Aviso de Consulta Pública nº 03/24.,2024-05-21,854,3,0,0,sim,sim,Apresentação,19872
REQ 1396/2024,Deputada Jaqueline Silva,"Requer informações a Casa Civil sobre a regulamentação da Lei nº Lei nº 7.433, de 28 de fevereiro de 2024.",2024-05-21,854,3,0,0,sim,sim,Apresentação,19868
REQ 1399/2024,Deputado Fábio Felix,Requer informações à Secretaria de Estado de Educação do Distrito Federal sobre medidas para combater a violência e promover a paz nas escolas da rede pública do Distrito Federal,2024-05-22,853,3,0,0,sim,sim,Apresentação,19797
REQ 140/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Segurança Pública sobre repressão sofrida por Batalhas de Rima realizadas no DF.,2023-02-08,1322,3,0,0,sim,sim,Apresentação,10488
REQ 1402/2024,Deputada Dayse Amarilio,"Requer informações ao Secretário de Estado de Economia acerca do contrato nº 49040/2023, que trata da manutenção da frota de veículos do Distrito Federal.",2024-05-22,853,3,0,0,sim,sim,Apresentação,19932
REQ 1406/2024,"Deputada Dayse Amarilio, Deputado Max Maciel, Deputado Fábio Felix","Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca das 11 tendas instaladas para prestação de serviço de atendimento e hidratação de pacientes acometidos pela dengue e outras arboviroses, por meio do convênio 26202/2024, entabulado entre o Distrito Federal e a Santa Casa de Misericórdia de Oliveira dos Campinhos - INSV - Instituto de Saúde Nossa Senhora da Vitória.",2024-05-23,852,3,0,0,sim,sim,Apresentação,19957
REQ 1407/2024,Deputada Dayse Amarilio,"Requer informações da Secretaria de Estado de Justiça e Cidadania do Distrito Federal -SEJUS, sobre à instauração de sindicância ou processo disciplinar para apurar denúncia de servidoras do sistema socioeducativo, acerca de suposto assédio sexual dentro da unidade de Semiliberdade do Gama I.",2024-05-28,847,3,0,0,sim,sim,Apresentação,19959
REQ 1409/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Educação do Distrito Federal sobre a aplicação da Lei Distrital nº 4.131, de 2 de maio de 2008",2024-05-28,847,3,0,0,sim,sim,Apresentação,19974
REQ 1410/2024,Deputado Fábio Felix,Requer informações à Secretaria de Desenvolvimento Social sobre a existência de protocolos de negativa de acesso por motivos de segurança em equipamentos da Assistência Social   ,2024-05-28,847,3,0,0,sim,sim,Apresentação,19954
REQ 1412/2024,Comissão de Fiscalização Governança Transparência Controle,"Requer à Secretaria de Saúde informações acerca da execução do Contrato de Gestão com o IGESDF, bem como acerca da metodologia e dos dados adotados na definição das metas do referido contrato.",2024-05-28,847,6,1,0,nao,sim,Apresentação,19970
REQ 1418/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde do Distrito Federal – SES, acerca do atendimento no Ambulatório Trans, do processo transexualizador, inclusive, da cirurgia de redesignação sexual.",2024-06-04,840,3,0,0,sim,sim,Apresentação,20053
REQ 1420/2024,Deputado Max Maciel,Requer informações à Secretaria de Estado de Saúde do Distrito Federal sobre a execução de recursos destinados à realização de cirurgias eletivas.,2024-06-04,840,3,0,0,sim,sim,Apresentação,20056
REQ 1426/2024,Deputado Thiago Manzoni,"Requer o encaminhamento, por intermédio da Mesa Diretora, de requerimento à Sra. Secretária de Estado de Saúde do Distrito Federal para que preste informações sobre a destinação dos recursos direcionados pelos Parlamentares desta Casa de Leis por meio da Lei 7.235/2023.

",2024-06-04,840,3,0,0,sim,sim,Apresentação,20033
REQ 1428/2024,Deputado Gabriel Magno,Requer informações acerca das publicações no site da Transparência do Governo do Distrito Federal.,2024-06-05,839,3,0,0,sim,sim,Apresentação,20105
REQ 1435/2024,Deputado Fábio Felix,"Solicita ao Poder Executivo, por meio da Secretaria de Saúde do Distrito Federal – SES, informações quanto a previsão orçamentária quanto a projetos e construção de novas Unidades de Pronto Atendimento (UPAs) no Distrito Federal. ",2024-06-05,839,3,0,0,sim,sim,Apresentação,20083
REQ 1437/2024,Deputada Dayse Amarilio,"Requer informações ao Instituto de Gestão Estratégica de Saúde (IGESDF) acerca do elevado número de óbitos no Centro Obstétrico do Hospital Regional de Santa Maria, entre os dias 20 e 21 de abril de 2024.",2024-06-06,838,3,0,0,sim,sim,Apresentação,20137
REQ 1438/2024,Deputado Eduardo Pedrosa,Requer o encaminhamento de pedido de informações ao Serviço de Limpeza Urbana do Distrito Federal - SLU sobre o Edital de Chamamento nº 001/2024-SLU/DF e da Nota Informativa nº03/2024 – SLU/PRES/CONTRAT de 17 de maio de 2024.,2024-06-06,838,3,0,0,sim,sim,Apresentação,20123
REQ 1439/2024,Deputada Paula Belmonte,"Requer a tramitação conjunta do Projeto de Lei n° 1.103, de 2024, que ""institui o Cadastro Distrital de Pessoas Condenadas por Crimes contra a Dignidade Sexual de Crianças e Adolescentes do Distrito Federal e dá outras providências"" com o Projeto de Lei n° 55, de 2023, que ""dispõe sobre a criação do cadastro distrital de informações para a proteção da infância e da juventude"".",2024-06-06,838,5,0,0,nao,sim,Apresentação,20154
REQ 1440/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Transportes e Mobilidade - SEMOB, acerca do cumprimento da Lei Distrital nº 4.848/2012 que dispõe sobre a destinação de espaços exclusivos para mulheres e pessoa com deficiência no sistema metroviário do Distrito Federal.",2024-06-06,838,3,0,0,sim,sim,Apresentação,20152
REQ 1442/2024,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Segurança Pública e à Secretaria de Estado de Educação sobre as Escolas de Gestão Compartilhada no Distrito Federal.,2024-06-11,833,3,0,0,sim,sim,Apresentação,20183
REQ 1443/2024,Deputado Max Maciel,"Requer o encaminhamento de solicitação de informações à Companhia de Saneamento Ambiental do Distrito Federal - CAESB acerca do Bairro Nossa Senhora de Fátima, em Arapoanga - RA XXXIV.",2024-06-11,833,3,0,0,sim,sim,Apresentação,19820
REQ 1444/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Educação do Distrito Federal acerca do peso da mochila escolar.,2024-06-11,833,3,0,0,sim,sim,Apresentação,20235
REQ 145/2023,Deputado Max Maciel,Requer o encaminhamento de solicitação de informação à Secretaria de Saúde sobre vacinação suspensa na UBS n°5 em Taguatinga.,2023-02-14,1316,3,0,0,sim,sim,Apresentação,10523
REQ 1452/2024,Deputado Pepa,"Requerimento de informações a Companhia de Saneamento Ambiental do Distrito Federal - CAESB, sobre a interrupção do atendimento presencial à população do Distrito Federal .",2024-06-12,832,3,0,0,sim,sim,Apresentação,20253
REQ 1454/2024,Deputado Fábio Felix,"Requer informações à Secretaria de Estado de Saúde do Distrito Federal- SES/DF, sobre o Hospital da Criança José Alencar.
",2024-06-12,832,3,0,0,sim,sim,Apresentação,19942
REQ 1455/2024,Deputado Roosevelt Vilela,"Requer informações à Secretaria de Estado de Economia do Distrito Federal, acerca da base de cálculo na cobrança do Imposto sobre Transmissão de Bens Imóveis - ITBI.",2024-06-13,831,3,0,0,sim,sim,Apresentação,20269
REQ 1457/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do cumprimento da Lei Federal nº 12.732, de 22 de novembro de 2012, que dispõe sobre o primeiro tratamento de paciente com neoplasia maligna comprovada e estabelece prazo para seu início.",2024-06-13,831,3,0,0,sim,sim,Apresentação,20288
REQ 146/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca da utilização da Fonte de Recurso 0138 - Recursos do SUS no Contrato de Gestão do Instituto de Gestão Estratégica de Saúde - IGES-DF.,2023-02-14,1316,4,0,0,sim,sim,Apresentação,10540
REQ 1461/2024,Deputado Pastor Daniel de Castro,"Solicito a Secretaria de Estado de Administração Penitenciária do Distrito Federal informações quanto  ao procedimento administrativo que visa apurar o caso de agressão por policiais na Penitenciaria da Papuda,  alegado  por Lucas Costa, preso pelos atos do dia 8 de janeiro de 2023  ",2024-06-18,826,3,0,0,sim,sim,Apresentação,20319
REQ 1463/2024,Deputada Dayse Amarilio,Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal acerca de equipamentos necessários para realização de cirurgias no Hospital de Base. ,2024-06-18,826,3,0,0,sim,sim,Apresentação,20336
REQ 1464/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde acerca do Trabalho por Período Definido realizado no Hospital Regional de Taguatinga.,2024-06-18,826,3,0,0,sim,sim,Apresentação,20337
REQ 1468/2024,Deputada Dayse Amarilio,Requer informações à NOVACAP acerca da construção de Casa de Parto na região administrativa da Ceilândia.,2024-06-19,825,3,0,0,sim,sim,Apresentação,20370
REQ 147/2023,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Desenvolvimento Social acerca da parceria com a Organização da Sociedade Civil Instituto Mãos Solidárias.,2023-02-14,1316,3,0,0,sim,sim,Apresentação,10543
REQ 1470/2024,Deputada Dayse Amarilio,Requer informações à Companhia de Desenvolvimento Habitacional do Distrito Federal - CODHAB/DF acerca do andamento do processo de regularização dos lotes que especifica na Região Administrativa do Guará.,2024-06-19,825,3,0,0,sim,sim,Apresentação,20381
REQ 1475/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Proteção da Ordem Urbanística do Distrito Federal (DF LEGAL) a respeito de eventuais demolições ocorridas na região administrativa de Arniqueira/Areal,2024-06-20,824,3,0,0,sim,sim,Apresentação,20413
REQ 1476/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do déficit de Fisioterapeutas na assistência pública de saúde.,2024-06-25,819,3,0,0,sim,sim,Apresentação,20433
REQ 1477/2024,Deputada Dayse Amarilio,Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal acerca do déficit de Fisioterapeutas na assistência pública de saúde.,2024-06-25,819,3,0,0,sim,sim,Apresentação,20435
REQ 148/2023,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca das carreiras da Secretaria de Estado de Saúde que especifica.
",2023-02-14,1316,3,0,0,sim,sim,Apresentação,10553
REQ 1480/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca do trabalho dos Núcleos de Apoio e Remoção de Pacientes.,2024-06-25,819,3,0,0,sim,sim,Apresentação,20436
REQ 1481/2024,Deputada Dayse Amarilio,"Requer informações ao Banco de Brasília acerca do cumprimento da Lei 7.239/2023 e sobre o programa de renegociação, lançado em 4.12.2023.",2024-06-25,819,3,0,0,sim,sim,Apresentação,20438
REQ 1484/2024,Deputado Max Maciel,Requer o encaminhamento de solicitação de informações à Secretaria de Estado de Educação sobre a reforma do Centro de Atenção Integral à Criança e ao Adolescente - CAIC localizado no Gama - RA II.,2024-06-25,819,3,0,0,sim,sim,Apresentação,20472
REQ 1495/2024,Deputado Pastor Daniel de Castro,Requer informações à administração da rodoviaria do plano piloto a respeito de proibição de reprodução de musica gospel em apresentação cultural ocorrida em 13/07/2024,2024-08-01,782,3,0,0,sim,sim,Apresentação,20661
REQ 1497/2024,Deputada Dayse Amarilio,Requer informações ao Instituto de Gestão Estratégica de Saúde do Distrito Federal acerca do dimensionamento de pessoal da Urologia e do Pronto Socorro do Hospital de Base.,2024-08-01,782,3,0,0,sim,sim,Apresentação,20718
REQ 1498/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado de Saúde do Distrito Federal acerca de suposto crime de importunação sexual cometido dentro da Unidade Básica de Saúde (UBS) nº 8 do Vale do Amanhecer,2024-08-01,782,3,0,0,sim,sim,Apresentação,20719
REQ 1499/2024,Deputada Dayse Amarilio,"Requer informações à Secretaria de Estado de Saúde acerca da unidade Cidade do Sol, atualmente administrada pelo Instituto de Gestão Estratégica de Saúde do Distrito Federal.",2024-08-01,782,3,0,0,sim,sim,Apresentação,20726
REQ 1500/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Segurança Pública sobre o Programa Acolher Eles e Elas,2024-08-01,782,3,0,0,sim,sim,Apresentação,20740
REQ 1501/2024,Deputada Dayse Amarilio,Requer informações à Secretaria de Estado da Mulher (SMDF) sobre o Programa Acolher Eles e Elas,2024-08-01,782,3,0,0,sim,sim,Apresentação,20753
